n,time(seconds)
100,1.01e-05
200,5.01e-05
300,6.96e-05
400,8.7e-05
500,0.0001043
600,0.0001226
700,0.0001404
800,0.0001576
900,0.000175
1000,0.0001923
1100,0.000221
1200,0.0002392
1300,0.0002572
1400,0.0002747
1500,0.0002923
1600,0.0003102
1700,0.0003282
1800,0.0003482
1900,0.0003681
2000,0.0003883
2100,0.0004074
2200,0.0004256
2300,0.0004439
2400,0.000462
2500,0.0004802
2600,0.0004984
2700,0.0005167
2800,0.0005349
2900,0.0005532
3000,0.0005715
3100,0.0005896
3200,0.0006076
3300,0.0006258
3400,0.0006439
3500,0.0006619
3600,0.0006801
3700,0.0006978
3800,0.000716
3900,0.0007344
4000,0.0007521
4100,0.0040133
4200,0.0040484
4300,0.0040638
4400,0.0040787
4500,0.0040938
4600,0.0041082
4700,0.004123
4800,0.0041376
4900,0.0041519
5000,0.0041666
5100,0.004181
5200,0.0041958
5300,0.0042103
5400,0.0042253
5500,0.0042395
5600,0.0042541
5700,0.0042681
5800,0.0042826
5900,0.0042969
6000,0.0043115
6100,0.0043257
6200,0.0043401
6300,0.0043556
6400,0.0043701
6500,0.0043846
6600,0.0043991
6700,0.0044134
6800,0.004428
6900,0.0044426
7000,0.0044569
7100,0.0044713
7200,0.0044857
7300,0.0045001
7400,0.0045147
7500,0.0045289
7600,0.0045438
7700,0.0045584
7800,0.0045728
7900,0.0045872
8000,0.0046016
8100,0.0046162
8200,0.0046347
8300,0.0046501
8400,0.0046653
8500,0.0046802
8600,0.0046949
8700,0.0047098
8800,0.004725
8900,0.0047399
9000,0.0047551
9100,0.0047701
9200,0.0047848
9300,0.0047995
9400,0.0048149
9500,0.00483
9600,0.0048454
9700,0.0048605
9800,0.0048811
9900,0.0049054
10000,0.0049215
10100,0.0049373
10200,0.0049529
10300,0.0049682
10400,0.0049838
10500,0.0049991
10600,0.0050137
10700,0.0050288
10800,0.0050442
10900,0.0050595
11000,0.0050749
11100,0.0050899
11200,0.0051045
11300,0.0051199
11400,0.0051348
11500,0.0051499
11600,0.0051647
11700,0.0051796
11800,0.0051944
11900,0.0052094
12000,0.0052243
12100,0.0052392
12200,0.005254
12300,0.0052685
12400,0.0052836
12500,0.0052982
12600,0.005313
12700,0.005328
12800,0.0053429
12900,0.0053579
13000,0.0053725
13100,0.0053875
13200,0.0054029
13300,0.0054184
13400,0.005434
13500,0.0054473
13600,0.00546
13700,0.0054724
13800,0.0054848
13900,0.0054972
14000,0.0055094
14100,0.0055222
14200,0.0055347
14300,0.0055471
14400,0.0055594
14500,0.005572
14600,0.0055847
14700,0.0055972
14800,0.0056096
14900,0.0056225
15000,0.0056349
15100,0.0056473
15200,0.0056597
15300,0.0056722
15400,0.0056848
15500,0.005697
15600,0.0057098
15700,0.0057223
15800,0.0057349
15900,0.0057473
16000,0.00576
16100,0.0057729
16200,0.0057854
16300,0.0057979
16400,0.0058175
16500,0.0058307
16600,0.0058438
16700,0.0058563
16800,0.0058712
16900,0.0058845
17000,0.0058976
17100,0.0059104
17200,0.0059233
17300,0.0059363
17400,0.0059489
17500,0.0059614
17600,0.0059745
17700,0.0059877
17800,0.0060008
17900,0.0060138
18000,0.0060268
18100,0.0060405
18200,0.0060533
18300,0.0060661
18400,0.006079
18500,0.0060922
18600,0.0061052
18700,0.0061181
18800,0.006131
18900,0.0061443
19000,0.0061576
19100,0.0061707
19200,0.0061835
19300,0.0061967
19400,0.0062094
19500,0.0062225
19600,0.0062355
19700,0.0062485
19800,0.0062613
19900,0.0062741
20000,0.0062866
20100,0.0062995
20200,0.0063123
20300,0.0063252
20400,0.0063377
20500,0.0063504
20600,0.0063632
20700,0.0063761
20800,0.0063892
20900,0.0064021
21000,0.0064146
21100,0.0064274
21200,0.0064418
21300,0.0064547
21400,0.0064671
21500,0.0064798
21600,0.0064925
21700,0.0065059
21800,0.0065189
21900,0.0065316
22000,0.0065447
22100,0.0065575
22200,0.0065706
22300,0.0065835
22400,0.0065959
22500,0.0066088
22600,0.0066218
22700,0.006634
22800,0.0066469
22900,0.0066596
23000,0.0066724
23100,0.006685
23200,0.0066977
23300,0.0067111
23400,0.0067239
23500,0.0067367
23600,0.0067493
23700,0.006762
23800,0.0067749
23900,0.0067879
24000,0.006801
24100,0.0068145
24200,0.0068272
24300,0.0068403
24400,0.0068533
24500,0.0068668
24600,0.0068815
24700,0.0068948
24800,0.0069077
24900,0.0069205
25000,0.0069332
25100,0.0069464
25200,0.0069601
25300,0.006973
25400,0.0069864
25500,0.0069994
25600,0.0070124
25700,0.0070256
25800,0.0070385
25900,0.0070514
26000,0.0070643
26100,0.0070776
26200,0.0070907
26300,0.0071035
26400,0.0071164
26500,0.0071522
26600,0.0071669
26700,0.0071801
26800,0.0071932
26900,0.0072063
27000,0.0072195
27100,0.0072326
27200,0.0072456
27300,0.0072585
27400,0.0072716
27500,0.0072845
27600,0.0072975
27700,0.0073107
27800,0.0073238
27900,0.0073366
28000,0.0073497
28100,0.007363
28200,0.0073761
28300,0.0073892
28400,0.0074021
28500,0.0074151
28600,0.007428
28700,0.0074409
28800,0.0074536
28900,0.0074663
29000,0.007479
29100,0.007492
29200,0.0075048
29300,0.0075177
29400,0.0075304
29500,0.0075434
29600,0.0075567
29700,0.0075697
29800,0.0075823
29900,0.007595
30000,0.0076078
30100,0.0076207
30200,0.0076335
30300,0.0076465
30400,0.0076594
30500,0.007672
30600,0.0076851
30700,0.0076978
30800,0.0077107
30900,0.007724
31000,0.007737
31100,0.0077499
31200,0.0077629
31300,0.0077756
31400,0.0077886
31500,0.0078015
31600,0.0078143
31700,0.0078271
31800,0.0078394
31900,0.0078522
32000,0.0078658
32100,0.0078849
32200,0.0079045
32300,0.0079174
32400,0.0079304
32500,0.0079435
32600,0.0079562
32700,0.0079692
32800,0.0079938
32900,0.0080078
33000,0.0080212
33100,0.0080348
33200,0.0080482
33300,0.0080615
33400,0.0080745
33500,0.0080879
33600,0.0081012
33700,0.0081145
33800,0.008128
33900,0.0081415
34000,0.0081548
34100,0.0081679
34200,0.0081812
34300,0.0081944
34400,0.0082074
